peak_date,trough_date,recovery_date,depth,peak_to_trough_days,trough_to_recovery_days,total_days,recovered,ticker
2017-05-10,2017-05-11,2017-05-12,-0.0007494417423756783,1,1.0,2.0,True,QQQ
2017-05-16,2017-05-17,2017-05-24,-0.025202629444010416,1,7.0,8.0,True,QQQ
2017-05-30,2017-05-31,2017-06-01,-0.0003669340042982139,1,1.0,2.0,True,QQQ
2017-06-02,2017-06-06,2017-06-08,-0.004123696130069798,4,2.0,6.0,True,QQQ
2017-06-08,2017-07-03,2017-07-19,-0.04863737219605335,25,16.0,41.0,True,QQQ
2017-07-20,2017-07-21,2017-07-24,-0.00036611797785723876,1,3.0,4.0,True,QQQ
2017-07-24,2017-07-25,2017-07-26,-0.0025084404646448233,1,1.0,2.0,True,QQQ
2017-07-26,2017-08-10,2017-08-31,-0.026422023696751618,15,21.0,36.0,True,QQQ
2017-08-31,2017-09-08,2017-09-12,-0.01360387031554633,8,4.0,12.0,True,QQQ
2017-09-13,2017-09-25,2017-10-05,-0.02234544222199797,12,10.0,22.0,True,QQQ
2017-10-06,2017-10-09,2017-10-11,-0.0008277141531985999,3,2.0,5.0,True,QQQ
2017-10-11,2017-10-12,2017-10-13,-0.0018997068617127022,1,1.0,2.0,True,QQQ
2017-10-17,2017-10-26,2017-10-27,-0.014068881697028024,9,1.0,10.0,True,QQQ
2017-10-31,2017-11-02,2017-11-03,-0.002180685358255441,2,1.0,3.0,True,QQQ
2017-11-08,2017-11-15,2017-11-16,-0.012650376580444989,7,1.0,8.0,True,QQQ
2017-11-16,2017-11-20,2017-11-21,-0.0045521452325137934,4,1.0,5.0,True,QQQ
2017-11-24,2017-11-27,2017-11-28,-0.0004516620489278811,3,1.0,4.0,True,QQQ
2017-11-28,2017-12-04,2017-12-15,-0.02478744013345513,6,11.0,17.0,True,QQQ
2017-12-18,2017-12-29,2018-01-03,-0.017980104580188283,11,5.0,16.0,True,QQQ
2018-01-09,2018-01-10,2018-01-11,-0.0023342579840028854,1,1.0,2.0,True,QQQ
2018-01-12,2018-01-16,2018-01-17,-0.002824154830135428,4,1.0,5.0,True,QQQ
2018-01-23,2018-01-25,2018-01-26,-0.006808415648194566,2,1.0,3.0,True,QQQ
2018-01-26,2018-02-08,2018-03-09,-0.10217972761090788,13,29.0,42.0,True,QQQ
2018-03-12,2018-04-02,2018-06-04,-0.10523805210880655,21,63.0,84.0,True,QQQ
2018-06-06,2018-06-07,2018-06-14,-0.00806759595188089,1,7.0,8.0,True,QQQ
2018-06-14,2018-06-19,2018-06-20,-0.00695334699978134,5,1.0,6.0,True,QQQ
2018-06-20,2018-06-27,2018-07-10,-0.04245692583032579,7,13.0,20.0,True,QQQ
2018-07-10,2018-07-11,2018-07-12,-0.005213438035071238,1,1.0,2.0,True,QQQ
2018-07-13,2018-07-16,2018-07-17,-0.002390196695698843,3,1.0,4.0,True,QQQ
2018-07-17,2018-07-20,2018-07-24,-0.007063155999326276,3,4.0,7.0,True,QQQ
2018-07-25,2018-07-30,2018-08-27,-0.042221496766951416,5,28.0,33.0,True,QQQ
2018-08-29,2018-12-24,2019-04-12,-0.22799679280511798,117,109.0,226.0,True,QQQ
2019-04-23,2019-04-24,2019-04-25,-0.0031052674739632247,1,1.0,2.0,True,QQQ
2019-04-29,2019-05-02,2019-05-03,-0.015217699153604047,3,1.0,4.0,True,QQQ
2019-05-03,2019-06-03,2019-07-03,-0.10977189830693013,31,30.0,61.0,True,QQQ
2019-07-03,2019-07-08,2019-07-10,-0.009039345826826306,5,2.0,7.0,True,QQQ
2019-07-10,2019-07-11,2019-07-12,-0.0007438751583428438,1,1.0,2.0,True,QQQ
2019-07-15,2019-07-19,2019-07-24,-0.016205523030448865,4,5.0,9.0,True,QQQ
2019-07-24,2019-07-25,2019-07-26,-0.009483386787083936,1,1.0,2.0,True,QQQ
2019-07-26,2019-08-05,2019-10-25,-0.07456998277804938,10,81.0,91.0,True,QQQ
2019-10-28,2019-10-29,2019-11-01,-0.007817702298121398,1,3.0,4.0,True,QQQ
2019-11-05,2019-11-06,2019-11-07,-0.0022354463130659363,1,1.0,2.0,True,QQQ
2019-11-08,2019-11-11,2019-11-12,-0.0013487981796372894,3,1.0,4.0,True,QQQ
2019-11-13,2019-11-14,2019-11-15,-0.0008119135466234662,1,1.0,2.0,True,QQQ
2019-11-19,2019-11-21,2019-11-25,-0.008130122715949928,2,4.0,6.0,True,QQQ
2019-11-27,2019-12-03,2019-12-12,-0.022390723914781474,6,9.0,15.0,True,QQQ
2019-12-26,2019-12-30,2020-01-02,-0.0075038195988936796,4,3.0,7.0,True,QQQ
2020-01-02,2020-01-03,2020-01-08,-0.009138337501613969,1,5.0,6.0,True,QQQ
2020-01-09,2020-01-10,2020-01-13,-0.0025866870580683043,1,3.0,4.0,True,QQQ
2020-01-13,2020-01-14,2020-01-16,-0.0039534383216836,1,2.0,3.0,True,QQQ
2020-01-17,2020-01-21,2020-01-22,-0.00040723960960531436,4,1.0,5.0,True,QQQ
2020-01-23,2020-01-27,2020-02-04,-0.028881647381550635,4,8.0,12.0,True,QQQ
2020-02-06,2020-02-07,2020-02-10,-0.004320119993353577,1,3.0,4.0,True,QQQ
2020-02-12,2020-02-13,2020-02-14,-0.0012487424325325902,1,1.0,2.0,True,QQQ
2020-02-19,2020-03-16,2020-06-03,-0.2855553859239711,26,79.0,105.0,True,QQQ
2020-06-03,2020-06-04,2020-06-05,-0.006967866760791641,1,1.0,2.0,True,QQQ
2020-06-10,2020-06-11,2020-06-22,-0.049481599396770215,1,11.0,12.0,True,QQQ
2020-06-23,2020-06-26,2020-07-01,-0.03464697242392267,3,5.0,8.0,True,QQQ
2020-07-06,2020-07-07,2020-07-08,-0.006885532014934581,1,1.0,2.0,True,QQQ
2020-07-10,2020-07-13,2020-07-20,-0.020536564055357087,3,7.0,10.0,True,QQQ
2020-07-20,2020-07-24,2020-08-03,-0.042077354718699556,4,10.0,14.0,True,QQQ
2020-08-06,2020-08-11,2020-08-17,-0.03443402238867521,5,6.0,11.0,True,QQQ
2020-08-18,2020-08-19,2020-08-20,-0.006730128157641291,1,1.0,2.0,True,QQQ
2020-08-26,2020-08-27,2020-08-28,-0.003099840247140717,1,1.0,2.0,True,QQQ
2020-09-02,2020-09-23,2020-12-01,-0.1262178844093792,21,69.0,90.0,True,QQQ
2020-12-08,2020-12-09,2020-12-16,-0.022623363024274035,1,7.0,8.0,True,QQQ
2020-12-17,2020-12-23,2020-12-28,-0.007226350725940911,6,5.0,11.0,True,QQQ
2020-12-31,2021-01-06,2021-01-07,-0.01975336909590486,6,1.0,7.0,True,QQQ
2021-01-08,2021-01-15,2021-01-20,-0.022487993643788284,7,5.0,12.0,True,QQQ
2021-01-21,2021-01-22,2021-01-25,-0.0029055233243714396,1,3.0,4.0,True,QQQ
2021-01-26,2021-01-29,2021-02-04,-0.042681041509858186,3,6.0,9.0,True,QQQ
2021-02-08,2021-02-10,2021-02-11,-0.0024673127211198853,2,1.0,3.0,True,QQQ
2021-02-12,2021-03-08,2021-04-09,-0.10851164422211734,24,32.0,56.0,True,QQQ
2021-04-09,2021-04-12,2021-04-13,-0.0013073763389206405,3,1.0,4.0,True,QQQ
2021-04-13,2021-04-14,2021-04-15,-0.01201295183985951,1,1.0,2.0,True,QQQ
2021-04-16,2021-05-12,2021-06-14,-0.0734785983355759,26,33.0,59.0,True,QQQ
2021-06-14,2021-06-16,2021-06-17,-0.010148221755454934,2,1.0,3.0,True,QQQ
2021-06-17,2021-06-18,2021-06-22,-0.007882872856027734,1,4.0,5.0,True,QQQ
2021-06-24,2021-06-25,2021-06-28,-0.0012318009456485646,1,3.0,4.0,True,QQQ
2021-06-29,2021-06-30,2021-07-02,-0.0015803710988193664,1,2.0,3.0,True,QQQ
2021-07-07,2021-07-08,2021-07-09,-0.006030042431530824,1,1.0,2.0,True,QQQ
2021-07-14,2021-07-19,2021-07-22,-0.0231300419854108,5,3.0,8.0,True,QQQ
2021-07-26,2021-07-27,2021-08-05,-0.01101013777257931,1,9.0,10.0,True,QQQ
2021-08-05,2021-08-18,2021-08-23,-0.020169654404617265,13,5.0,18.0,True,QQQ
2021-08-25,2021-08-26,2021-08-27,-0.006315266172626233,1,1.0,2.0,True,QQQ
2021-08-30,2021-08-31,2021-09-01,-0.0008130540950197496,1,1.0,2.0,True,QQQ
2021-09-01,2021-09-02,2021-09-03,-0.00047881125690640847,1,1.0,2.0,True,QQQ
2021-09-07,2021-10-04,2021-10-28,-0.0761425807938183,27,24.0,51.0,True,QQQ
2021-11-05,2021-11-10,2021-11-18,-0.022813337027800862,5,8.0,13.0,True,QQQ
2021-11-19,2021-12-20,2021-12-27,-0.056498462239435,31,7.0,38.0,True,QQQ
2021-11-19,2022-11-03,2023-12-13,-0.35119666881826583,349,405.0,754.0,True,QQQ
2023-12-13,2023-12-14,2023-12-15,-0.000865090834537674,1,1.0,2.0,True,QQQ
2023-12-19,2023-12-20,2023-12-26,-0.0148594812600642,1,6.0,7.0,True,QQQ
2023-12-27,2024-01-04,2024-01-18,-0.036985261714733264,8,14.0,22.0,True,QQQ
2024-01-25,2024-01-26,2024-01-29,-0.005959329114701761,1,3.0,4.0,True,QQQ
2024-01-29,2024-01-31,2024-02-02,-0.02610903392339059,2,2.0,4.0,True,QQQ
2024-02-02,2024-02-06,2024-02-07,-0.0033110872107494638,4,1.0,5.0,True,QQQ
2024-02-09,2024-02-21,2024-02-22,-0.02617432956373822,12,1.0,13.0,True,QQQ
2024-02-22,2024-02-28,2024-02-29,-0.006388644862177384,6,1.0,7.0,True,QQQ
2024-03-01,2024-03-15,2024-03-21,-0.02623219893334905,14,6.0,20.0,True,QQQ
2024-03-22,2024-04-19,2024-05-15,-0.07108436450515021,28,26.0,54.0,True,QQQ
2024-05-15,2024-05-17,2024-05-20,-0.002516938798178381,2,3.0,5.0,True,QQQ
2024-05-21,2024-05-23,2024-05-24,-0.004695022216924638,2,1.0,3.0,True,QQQ
2024-05-28,2024-05-31,2024-06-05,-0.019512440685682142,3,5.0,8.0,True,QQQ
2024-06-05,2024-06-07,2024-06-10,-0.0012285252270926028,2,3.0,5.0,True,QQQ
2024-06-18,2024-06-24,2024-07-02,-0.02163545278104939,6,8.0,14.0,True,QQQ
2024-07-10,2024-08-07,2024-11-06,-0.13557819053325348,28,91.0,119.0,True,QQQ
2024-11-08,2024-11-15,2024-12-02,-0.03417429357973567,7,17.0,24.0,True,QQQ
2024-12-04,2024-12-05,2024-12-06,-0.002770109654167463,1,1.0,2.0,True,QQQ
2024-12-06,2024-12-10,2024-12-11,-0.011170789424045924,4,1.0,5.0,True,QQQ
2024-12-11,2024-12-12,2024-12-13,-0.006453017339289713,1,1.0,2.0,True,QQQ
2024-12-16,2025-01-14,2025-02-14,-0.05997345779341823,29,31.0,60.0,True,QQQ
2025-02-19,2025-04-08,2025-06-24,-0.22768355184633116,48,77.0,125.0,True,QQQ
2025-06-30,2025-07-01,2025-07-03,-0.008429410485098932,1,2.0,3.0,True,QQQ
2025-07-03,2025-07-07,2025-07-09,-0.007532990543310247,4,2.0,6.0,True,QQQ
2025-07-09,2025-07-11,2025-07-15,-0.0036853932584268723,2,4.0,6.0,True,QQQ
2025-07-17,2025-07-18,2025-07-21,-0.0009611961552152826,1,3.0,4.0,True,QQQ
2025-07-21,2025-07-22,2025-07-24,-0.005175744899586943,1,2.0,3.0,True,QQQ
2025-07-28,2025-08-01,2025-08-07,-0.025099447319322676,4,6.0,10.0,True,QQQ
2025-08-08,2025-08-11,2025-08-12,-0.002958837350970245,3,1.0,4.0,True,QQQ
2025-08-13,2025-08-21,2025-09-09,-0.02939656063686813,8,19.0,27.0,True,QQQ
2025-09-15,2025-09-17,2025-09-18,-0.00283937263385603,2,1.0,3.0,True,QQQ
2025-09-22,2025-09-25,2025-10-01,-0.014397210229159851,3,6.0,9.0,True,QQQ
2025-10-02,2025-10-03,2025-10-06,-0.004209796443960245,1,3.0,4.0,True,QQQ
2025-10-06,2025-10-07,2025-10-08,-0.005265669480508883,1,1.0,2.0,True,QQQ
2025-10-08,2025-10-10,2025-10-20,-0.035882506869030606,2,10.0,12.0,True,QQQ
2025-10-20,2025-10-22,2025-10-24,-0.009893056872812833,2,2.0,4.0,True,QQQ
2025-10-29,2025-11-20,,-0.0788020825141168,22,,,False,QQQ
2005-02-25,2005-02-28,2005-03-01,-0.006178179817451945,3,1.0,4.0,True,IWM
2005-03-01,2005-03-02,2005-03-04,-0.0017813639365368283,1,2.0,3.0,True,IWM
2005-03-04,2005-04-28,2005-07-05,-0.11590655918521886,55,68.0,123.0,True,IWM
2005-07-05,2005-07-06,2005-07-08,-0.00907418339592847,1,2.0,3.0,True,IWM
2005-07-11,2005-07-18,2005-07-20,-0.01738105266125889,7,2.0,9.0,True,IWM
2005-07-20,2005-07-21,2005-07-28,-0.015604549608663087,1,7.0,8.0,True,IWM
2005-07-28,2005-08-01,2005-08-02,-0.001529006976635383,4,1.0,5.0,True,IWM
2005-08-02,2005-10-12,2005-12-01,-0.09880680664139829,71,50.0,121.0,True,IWM
2005-12-02,2005-12-07,2005-12-12,-0.010249780691629407,5,5.0,10.0,True,IWM
2005-12-13,2005-12-30,2006-01-06,-0.031069371571157633,17,7.0,24.0,True,IWM
2006-01-10,2006-01-18,2006-01-19,-0.011182539391901503,8,1.0,9.0,True,IWM
2006-01-19,2006-01-20,2006-01-24,-0.011431782244189614,1,4.0,5.0,True,IWM
2006-01-27,2006-01-31,2006-02-01,-0.005742888101822663,4,1.0,5.0,True,IWM
2006-02-01,2006-02-13,2006-02-24,-0.03263734264540863,12,11.0,23.0,True,IWM
2006-02-27,2006-02-28,2006-03-01,-0.013129491510235458,1,1.0,2.0,True,IWM
2006-03-01,2006-03-09,2006-03-15,-0.03629828517555933,8,6.0,14.0,True,IWM
2006-03-15,2006-03-16,2006-03-17,-0.0022744527545707216,1,1.0,2.0,True,IWM
2006-03-17,2006-03-21,2006-03-22,-0.01439366735835923,4,1.0,5.0,True,IWM
2006-03-27,2006-03-28,2006-03-29,-0.005223724664935259,1,1.0,2.0,True,IWM
2006-03-29,2006-03-30,2006-03-31,-0.0025863512599935135,1,1.0,2.0,True,IWM
2006-03-31,2006-04-03,2006-04-05,-0.008317209606384712,3,2.0,5.0,True,IWM
2006-04-06,2006-04-11,2006-04-18,-0.03448190684095709,5,7.0,12.0,True,IWM
2006-04-19,2006-05-01,2006-05-05,-0.025875765252108773,12,4.0,16.0,True,IWM
2006-05-08,2006-06-13,2006-11-14,-0.141434676684571,36,154.0,190.0,True,IWM
2006-11-15,2006-11-17,2006-11-20,-0.0014400043065548873,2,3.0,5.0,True,IWM
2006-11-22,2006-11-27,2006-12-04,-0.026812490027334435,5,7.0,12.0,True,IWM
2006-12-05,2007-01-08,2007-02-01,-0.03715921204205175,34,24.0,58.0,True,IWM
2007-02-02,2007-02-05,2007-02-06,-0.0001305224564619456,3,1.0,4.0,True,IWM
2007-02-07,2007-02-12,2007-02-20,-0.014284595890768359,5,8.0,13.0,True,IWM
2007-02-22,2007-03-05,2007-04-16,-0.08760788145253218,11,42.0,53.0,True,IWM
2007-04-16,2007-04-19,2007-04-25,-0.013156448543969246,3,6.0,9.0,True,IWM
2007-04-26,2007-04-30,2007-05-22,-0.029219823633955477,4,22.0,26.0,True,IWM
2007-05-22,2007-05-24,2007-05-29,-0.015934820187777476,2,5.0,7.0,True,IWM
2007-06-04,2007-06-12,2007-07-06,-0.03870085707345838,8,24.0,32.0,True,IWM
2007-07-09,2009-03-09,2011-04-27,-0.5989414619683975,609,779.0,1388.0,True,IWM
2011-04-29,2011-10-03,2012-09-13,-0.2891094869870685,157,346.0,503.0,True,IWM
2012-09-14,2012-11-15,2013-01-02,-0.107120865997958,62,48.0,110.0,True,IWM
2013-01-02,2013-01-03,2013-01-04,-0.0023133047772493365,1,1.0,2.0,True,IWM
2013-01-04,2013-01-08,2013-01-09,-0.00450037144681803,4,1.0,5.0,True,IWM
2013-01-10,2013-01-11,2013-01-15,-0.0015351538533533438,1,4.0,5.0,True,IWM
2013-01-15,2013-01-16,2013-01-17,-0.0029833383854478424,1,1.0,2.0,True,IWM
2013-01-22,2013-01-23,2013-01-24,-0.002352806224867665,1,1.0,2.0,True,IWM
2013-01-29,2013-01-30,2013-02-01,-0.011964842857269176,1,2.0,3.0,True,IWM
2013-02-01,2013-02-04,2013-02-06,-0.012071991595528409,3,2.0,5.0,True,IWM
2013-02-06,2013-02-07,2013-02-08,-0.003316997633229679,1,1.0,2.0,True,IWM
2013-02-08,2013-02-11,2013-02-12,-0.0011319724620151295,3,1.0,4.0,True,IWM
2013-02-19,2013-02-25,2013-03-07,-0.03814244909241682,6,10.0,16.0,True,IWM
2013-03-08,2013-03-12,2013-03-13,-0.0024078555529274404,4,1.0,5.0,True,IWM
2013-03-14,2013-04-18,2013-05-03,-0.05244662567268865,35,15.0,50.0,True,IWM
2013-05-08,2013-05-09,2013-05-10,-0.003395801340918214,1,1.0,2.0,True,IWM
2013-05-10,2013-05-13,2013-05-14,-0.0007552480960721919,3,1.0,4.0,True,IWM
2013-05-15,2013-05-16,2013-05-17,-0.0025309469459483536,1,1.0,2.0,True,IWM
2013-05-21,2013-06-05,2013-06-18,-0.028220835061571026,15,13.0,28.0,True,IWM
2013-06-18,2013-06-24,2013-07-05,-0.04832117802953062,6,11.0,17.0,True,IWM
2013-07-15,2013-07-16,2013-07-18,-0.005124527545153024,1,2.0,3.0,True,IWM
2013-07-22,2013-07-24,2013-07-25,-0.00897984044718858,2,1.0,3.0,True,IWM
2013-07-25,2013-07-29,2013-08-01,-0.011079411085026525,4,3.0,7.0,True,IWM
2013-08-05,2013-08-19,2013-09-17,-0.04602429877543168,14,29.0,43.0,True,IWM
2013-09-18,2013-09-20,2013-09-26,-0.00465610495790314,2,6.0,8.0,True,IWM
2013-09-26,2013-09-27,2013-10-01,-0.004464877210619056,1,4.0,5.0,True,IWM
2013-10-01,2013-10-09,2013-10-14,-0.03890084924315662,8,5.0,13.0,True,IWM
2013-10-14,2013-10-15,2013-10-16,-0.009694848454265714,1,1.0,2.0,True,IWM
2013-10-18,2013-10-21,2013-10-22,-0.0018257511262189663,3,1.0,4.0,True,IWM
2013-10-22,2013-10-23,2013-10-24,-0.0031163540487192387,1,1.0,2.0,True,IWM
2013-10-25,2013-10-28,2013-10-29,-0.0005026556636422708,3,1.0,4.0,True,IWM
2013-10-29,2013-11-07,2013-11-22,-0.03630423109476966,9,15.0,24.0,True,IWM
2013-11-29,2013-12-11,2013-12-20,-0.03433097892940762,12,9.0,21.0,True,IWM
2013-12-26,2013-12-30,2013-12-31,-0.0011585003748089129,4,1.0,5.0,True,IWM
2013-12-31,2014-01-06,2014-01-10,-0.013420338620428018,6,4.0,10.0,True,IWM
2014-01-10,2014-01-13,2014-01-15,-0.013197121687367197,3,2.0,5.0,True,IWM
2014-01-16,2014-01-17,2014-01-21,-0.003644708423326093,1,4.0,5.0,True,IWM
2014-01-22,2014-02-03,2014-02-26,-0.0733499162879695,12,23.0,35.0,True,IWM
2014-02-27,2014-03-03,2014-03-04,-0.00979674835374722,4,1.0,5.0,True,IWM
2014-03-04,2014-05-15,2014-07-01,-0.0887909968447762,72,47.0,119.0,True,IWM
2014-07-01,2014-07-02,2014-07-03,-0.0038876044152744704,1,1.0,2.0,True,IWM
2014-07-03,2014-10-13,2014-12-22,-0.12710540266552584,102,70.0,172.0,True,IWM
2014-12-29,2015-01-15,2015-02-13,-0.051464534660348726,17,29.0,46.0,True,IWM
2015-02-26,2015-02-27,2015-03-02,-0.005524018251715557,1,3.0,4.0,True,IWM
2015-03-02,2015-03-10,2015-03-17,-0.025970184041380184,8,7.0,15.0,True,IWM
2015-03-20,2015-03-26,2015-04-10,-0.025902454888242388,6,15.0,21.0,True,IWM
2015-04-13,2015-04-14,2015-04-15,-0.0001756651120303765,1,1.0,2.0,True,IWM
2015-04-15,2015-05-05,2015-06-18,-0.04535661639641686,20,44.0,64.0,True,IWM
2015-06-18,2015-06-19,2015-06-22,-0.0005091166394849411,1,3.0,4.0,True,IWM
2015-06-23,2016-02-11,2016-11-11,-0.2568297127798834,233,274.0,507.0,True,IWM
2016-11-15,2016-11-16,2016-11-17,-8.328128253176637e-05,1,1.0,2.0,True,IWM
2016-11-25,2016-12-02,2016-12-06,-0.0237240668909241,7,4.0,11.0,True,IWM
2016-12-09,2016-12-14,2017-01-04,-0.022760434141431474,5,21.0,26.0,True,IWM
2017-01-04,2017-01-19,2017-02-10,-0.029102737108134824,15,22.0,37.0,True,IWM
2017-02-15,2017-02-17,2017-02-21,-0.0034414264597191213,2,4.0,6.0,True,IWM
2017-02-21,2017-02-28,2017-03-01,-0.016962663743743445,7,1.0,8.0,True,IWM
